author_id,name,biography,birth_date,death_date
2552,Selçuk Orhan,"Selçuk Orhan, Türk yazarı ve şairidir. Eserlerinde toplumsal meseleler ve insan psikolojisi üzerine derinlemesine analizler sunar.",1985-04-15,
2553,Lütfi Turan,"Lütfi Turan, Türk yazarı ve edebiyat eleştirmenidir. Özellikle roman ve denemeleriyle tanınır.",1972-09-05,
2554,Will Self,"Will Self, İngiliz yazar ve gazetecidir. Postmodern edebiyatın önemli temsilcilerindendir ve eserlerinde genellikle insan psikolojisini ve toplumsal eleştiriyi işler.",1961-09-21,
2555,Baki Koç,"Baki Koç, Türk şair ve yazardır. Modern Türk edebiyatının önemli isimlerinden biridir ve şiirlerinde toplumsal temalar işler.",1977-06-18,
2556,Yan Lianke,"Yan Lianke, Çinli yazardır. Eserlerinde Çin toplumunun ve tarihinin eleştirisini yapar.",1958-01-05,
2557,Eric Knight,"Eric Knight, İngiliz yazarıdır. Eserlerinde savaşın etkileri ve insanın hayvanlarla ilişkisini işler.",1897-04-10,1943-01-15
2558,Kemal Ahmet,"Kemal Ahmet, Türk yazarı ve akademisyenidir. Edebiyatında felsefi ve psikolojik temalar öne çıkar.",1965-07-13,
2559,Erich Maria Remarque,"Erich Maria Remarque, Alman yazardır. En ünlü eseri ""Batı Cephesinde Yeni Bir Şey Yok"" ile savaşın yıkıcı etkilerini anlatır.",1898-06-22,1970-09-25
2560,Bülent Ayyıldız,"Bülent Ayyıldız, Türk yazarı ve şairidir. Eserlerinde bireysel ve toplumsal temalar üzerine yoğunlaşır.",1980-12-02,
2561,Mark Edwards,"Mark Edwards, İngiliz yazarıdır. Psikolojik gerilim ve suç türlerinde eserler verir.",1974-10-15,
2562,Jean Philippe Toussaint,"Jean Philippe Toussaint, Belçikalı yazardır. Eserlerinde çağdaş yaşamın yalnızlık ve yabancılaşma temalarını işler.",1957-03-29,
2563,Isabel Allende,"Isabel Allende, Şilili yazardır. Eserlerinde tarih, kültür ve toplumsal değişim temalarını işler. En ünlü eseri ""Ruhlar Evi""dir.",1942-08-02,
2564,Esin Avcı Urgizer,"Esin Avcı Urgizer, Türk yazarı ve şairidir. Edebiyatında insanın içsel yolculuklarına ve psikolojik çözümlemelere yer verir.",1968-05-14,
2565,Sebastian Fitzek,"Sebastian Fitzek, Alman yazarıdır. Psikolojik gerilim ve suç romanları ile tanınır.",1971-10-13,
2566,Bekir Sıtkı Sezer,"Bekir Sıtkı Sezer, Türk yazarı ve şairidir. Türk halk edebiyatı üzerine önemli çalışmalar yapmıştır.",1944-07-05,
2567,Edmond Jabes,"Edmond Jabes, Fransız yazar ve şairdir. Eserlerinde Yahudi kültürü, kimlik ve dil üzerine derinlemesine düşünceler sunar.",1912-01-01,1991-01-02
2568,Göktürk Yıldırım,"Göktürk Yıldırım, Türk yazarı ve şairidir. Eserlerinde aşk, hayal ve insan ruhunun derinliklerini işler.",1981-07-12,
2569,Oliver Sacks,"Oliver Sacks, İngiliz asıllı Amerikalı nörolog ve yazardır. Nörolojik bozukluklar üzerine yazdığı popüler kitaplarla tanınır.",1933-07-09,2015-08-30
2570,Dashiell Hammett,"Dashiell Hammett, Amerikalı yazar ve dedektif romanlarının öncüsüdür. En ünlü eseri ""The Maltese Falcon""dır.",1894-05-27,1961-01-10
2571,Cemil Kavukçu,"Cemil Kavukçu, Türk yazarı ve şairidir. Eserlerinde genellikle bireysel yaşamın ve toplumsal ilişkilerin derinlemesine analizlerini yapar.",1964-03-15,
2572,Hermann Hesse,"Hermann Hesse, Alman yazar ve şairdir. Özellikle ""Steppenwolf"" ve ""Siddhartha"" adlı eserleriyle tanınır.",1877-07-02,1962-08-09
2573,Marc Auge,"Marc Auge, Fransız antropolog ve yazardır. Modern toplumun kavramlarını ve insanın dünyayla ilişkisini ele alır.",1935-09-02,
2574,Celal Kocaman,"Celal Kocaman, Türk yazarı ve edebiyatçıdır. Eserlerinde tarih, kültür ve bireysel mücadeleler üzerine düşünceler sunar.",1970-11-18,
2575,Özhan Özdemir,"Özhan Özdemir, Türk yazarı ve edebiyat eleştirmenidir. Eserlerinde toplumun yapısını ve bireysel sorunları işler.",1968-05-10,
2576,Fikriye Olgun,"Fikriye Olgun, Türk yazarı ve şairidir. Edebiyatında kadınlık, aşk ve insan ilişkileri üzerine derinlemesine temalar işler.",1982-03-04,
2577,İsmail Ovayurt,"İsmail Ovayurt, Türk yazarıdır. Eserlerinde toplumsal olaylara ve bireysel yaşantılara dair eleştirilerde bulunur.",1975-01-23,
2578,Fred Vargas,"Fred Vargas, Fransız dedektif romanları yazarıdır. Eserlerinde entelektüel bir yaklaşımla suç ve gizem konularını işler.",1957-06-07,
2579,Kai Meyer,"Kai Meyer, Alman yazarıdır. Genellikle fantastik kurgu ve tarihi romanlar kaleme alır.",1969-10-23,
2580,Rita Monaldi,"Rita Monaldi, İtalyan yazarıdır. Tarihi romanları ve gerilim eserleriyle tanınır.",1966-05-25,
2581,F. Scott Fitzgerald,"F. Scott Fitzgerald, Amerikalı yazardır. 1920’lerin “Lost Generation” hareketinin önde gelen temsilcilerindendir ve ""The Great Gatsby"" en bilinen eseridir.",1896-09-24,1940-12-21
2582,John Katzenbach,"John Katzenbach, Amerikalı yazardır. Psikolojik gerilim ve suç romanları ile tanınır.",1950-06-23,
2583,Adrienne Young,"Adrienne Young, Amerikalı yazardır. Fantastik kurgu ve aşk hikayeleriyle tanınır.",1991-12-14,
2584,Sezen Varlı,"Sezen Varlı, Türk yazardır. Eserlerinde toplumun zorlukları ve bireysel deneyimler üzerine yazmaktadır.",1985-06-22,
2585,Berna Kumaş Sipahi,"Berna Kumaş Sipahi, Türk yazardır. Aşk, kadın hakları ve toplumsal eşitlik konularında eserler yazmaktadır.",1982-05-11,
2586,Yusuf Aslan,"Yusuf Aslan, Türk yazardır. Eserlerinde bireysel özgürlük ve toplumsal eleştirileri konu alır.",1978-08-17,
2587,Ferzan Özpetek,"Ferzan Özpetek, Türk-İtalyan yazardır. Eserlerinde özellikle aşk, kimlik ve toplumsal ilişkiler üzerine yazmaktadır.",1959-02-03,
2588,Joan He,"Joan He, Amerikalı yazardır. Gençlik, fantastik kurgu ve kimlik arayışı üzerine eserler kaleme almaktadır.",1993-01-12,
2589,Rüzgar Bulut,"Rüzgar Bulut, Türk yazardır. Eserlerinde doğa, insan ilişkileri ve içsel keşifler üzerine yazılar yazmaktadır.",1987-09-20,
2590,Fyodor Mihayloviç Dostoyevski,"Fyodor Mihayloviç Dostoyevski, Rus yazardır. İnsan psikolojisi ve toplumsal eleştirileri konu alan eserleriyle tanınır.",1821-11-11,1881-02-09
2591,Zeynep Batı,"Zeynep Batı, Türk yazardır. Aşk, insan ruhu ve kişisel mücadeleler üzerine yazılar yazmaktadır.",1990-03-27,
2592,Anıl Büçkün,"Anıl Büçkün, Türk yazardır. Eserlerinde tarih, felsefe ve toplumsal olayları işler.",1985-10-12,
2593,Osman Selim,"Osman Selim, Türk yazardır. Roman ve denemeleriyle tanınır, eserlerinde genellikle kültürel temalar işler.",1975-04-14,
2594,Deniz Çamoğlu,"Deniz Çamoğlu, Türk yazardır. Kişisel gelişim ve insan ilişkileri üzerine yazılar yazmaktadır.",1988-01-01,
2595,Mira Yelkenci,"Mira Yelkenci, Türk yazardır. Aşk, hayatın anlamı ve kişisel gelişim üzerine yazılar kaleme almıştır.",1990-05-14,
2596,Defne Suman,"Defne Suman, Türk yazardır. Eserlerinde insan ilişkileri, bireysel mücadeler ve toplumsal sorunları işler.",1984-03-02,
2597,Carrie Ryan,"Carrie Ryan, Amerikalı yazardır. Genellikle fantastik kurgu ve distopya türlerinde eserler yazmaktadır.",1981-12-20,
2598,Hamdi Öztürk,"Hamdi Öztürk, Türk yazardır. Aşk, dram ve toplumsal konular üzerine yazılar yazmaktadır.",1973-08-05,
2599,Arthur C. Clarke,"Arthur C. Clarke, İngiliz yazardır. Bilim kurgu ve fütüristik temalarla tanınır.",1917-12-16,2008-03-19
2600,Şemseddin Sami,"Şemseddin Sami, Türk yazardır. Eserlerinde kültürel miras, tarih ve insan ilişkileri üzerine yazılar yazmıştır.",1850-08-29,1904-06-13
2601,Mohsin Hamid,"Mohsin Hamid, Pakistanli-Britanyali yazardir. Eserlerinde genellikle kuresellesme, goc ve bireysel kimlik gibi temalar isler.",1971-07-12,
2602,Bram Stoker,"Bram Stoker, Irlandali yazardir. En unlu eseri ""Dracula""dir, bu eser korku edebiyatinin onemli bir parcasidir.",1847-11-08,1912-04-20
2603,Miri Yu,"Miri Yu, Japon yazar ve sairidir. Eserlerinde modern Japonyanin toplumsal yapilari ve bireysel varolus uzerine derinlemesine temalar isler.",1959-01-01,
2604,Steve Alten,"Steve Alten, Amerikalı yazardir. Özellikle bilim kurgu ve gerilim turlerinde eserler verir.",1959-08-21,
2605,Bahtiyar Türker,"Bahtiyar Türker, Turk yazar ve sairidir. Ozellikle toplumsal olaylari ve bireysel mucadeleleri eserlerine yansitir.",1965-04-12,
2606,Elif Demirel,"Elif Demirel, Türk yazardir. Eserlerinde psikolojik derinliklere ve insan ilişkilerine dair temalar işler.",1990-11-25,
2607,Eric Ambler,"Eric Ambler, Ingiliz yazar ve senaristtir. Casusluk ve gerilim romanlarıyla tanınır.",1909-06-28,1998-10-22
2608,Özlem Anar,"Özlem Anar, Türk yazardır. Genellikle çağdaş Türk edebiyati uzerine yazilari ve romanlariyla taninir.",1973-04-10,
2609,Feyza Temel,"Feyza Temel, Türk yazar ve şairidir. Eserlerinde sosyal adalet, bireysel haklar ve toplumsal değişim gibi temalar isler.",1982-05-03,
2610,Hacer Koç,"Hacer Koç, Türk yazardır. Edebiyatında genellikle insan psikolojisi ve toplumsal sorunları işler.",1985-02-14,
2611,Ali Volkan Erdemir,"Ali Volkan Erdemir, Türk yazardır. Felsefi temalar üzerine yazıları ve edebiyatı ile tanınır.",1978-08-20,
2612,Scarlett St. Clair,"Scarlett St. Clair, Amerikalı yazardır. Özellikle romantik fantastik romanlarıyla tanınır.",1993-04-15,
2613,Eiko Kadono,"Eiko Kadono, Japon çocuk kitapları yazarıdır. En bilinen eseri ""Kiki's Delivery Service""dir.",1935-01-01,
2614,Hakan Özkaya,"Hakan Özkaya, Türk yazarıdır. Toplumsal eleştirileri ve bireysel yaşamı sorgulayan derinlikli eserler kaleme alır.",1984-07-08,
2615,Alihan İren,"Alihan İren, Türk yazardır. Edebiyatında genellikle aşk, bireysel varoluş ve toplumsal yapı üzerine derinlemesine analizler yapar.",1992-11-10,
2616,Harriet Reuter Hapgood,"Harriet Reuter Hapgood, İngiliz yazar ve editördür. Genellikle genç yetişkinler için yazdığı romanlarla tanınır. Eserlerinde kimlik arayışı, arkadaşlık ve aşk gibi temalar işler.",1992-05-10,
2617,Cornelia Funke,"Cornelia Funke, Alman yazar ve illüstratördür. Özellikle fantastik romanlarıyla tanınan Funke, “Inkheart” ve “Dragon Rider” gibi eserleriyle dünya çapında büyük bir üne kavuşmuştur.",1958-12-10,
2618,Şiir Erkök Yılmaz,"Şiir Erkök Yılmaz, Türk yazardır. Edebiyatında genellikle toplumsal ve bireysel sorunları, insan ilişkilerini ve içsel dünyayı işler. Yılmaz, aynı zamanda şairdir.",1980-03-04,
2619,Ayşe Okur,"Ayşe Okur, Türk yazar ve gazetecidir. Eserlerinde sosyal olayları, kültürel sorunları ve bireysel yaşamı derinlemesine ele alır.",1970-08-15,
2620,Levent Şenyürek,"Levent Şenyürek, Türk yazardır. Edebiyatında genellikle tarihsel konular ve bireysel yaşamın karmaşasını işler.",1965-05-20,
2621,Yemen Gökçe,"Yemen Gökçe, Türk yazardır. Modern Türk edebiyatında yer alan önemli isimlerden biridir. Gökçe, özellikle sosyal eleştiriler ve insan ilişkileri üzerine yazılar yazmaktadır.",1975-11-03,
2622,Hatice Yaşa,"Hatice Yaşa, Türk yazardır. Eserlerinde kadın hakları, toplumsal sorunlar ve bireysel mücadelenin gücünü işler.",1988-06-22,
2623,Joanne M. Harris,"Joanne M. Harris, İngiliz yazardır. En bilinen eseri “Chocolat” olan Harris, eserlerinde genellikle büyülü gerçekçilik, aile ilişkileri ve aşkı işler.",1966-07-03,
2624,Yangsze Choo,"Yangsze Choo, Malezyalı yazardır. Eserlerinde genellikle tarihi, gizemli ve mistik ögelerle bezeli romanlar sunar. En bilinen eseri “The Night Tiger”dır.",1971-09-15,
2625,Lale Müldür,"Lale Müldür, Türk şair ve yazardır. Eserlerinde şiirsel dil, özgün anlatım ve derinlikli düşünceler yer alır. Türk edebiyatının önemli modern şairlerinden biridir.",1956-01-01,
2626,Patrick Deville,"Patrick Deville, Fransız yazardır. Romanlarında tarihi olayları ve biyografik anlatıları işleyerek karakter derinliği oluşturur.",1957-01-18,
2627,Julie Plec,"Julie Plec, Amerikalı televizyon yapımcısı ve yazardır. “The Vampire Diaries” gibi popüler televizyon dizilerinin yaratıcısıdır.",1972-05-26,
2628,Albert Camus,"Albert Camus, Fransız yazardır. Varoluşçuluk ve absürdizm akımlarının önemli isimlerinden biridir.",1913-11-07,1960-01-04
2629,Christian Jacq,"Christian Jacq, Fransız yazardır. Antik Mısır tarihi ve kültürü üzerine yazdığı eserlerle tanınır.",1947-04-28,
2630,Necdet Aracı,"Necdet Aracı, Türk yazardır. Toplumsal eleştiriler ve insan hakları üzerine yazılar kaleme almıştır.",1965-09-16,
2631,Çiğdem Erkal,"Çiğdem Erkal, Türk yazardır. Aşk, yaşam ve kişisel keşifler üzerine yazdığı eserleriyle tanınır.",1986-02-20,
2632,Lewis Carroll,"Lewis Carroll, İngiliz yazardır. Çocuk edebiyatının önemli isimlerinden biridir ve özellikle “Alice Harikalar Diyarında” adlı eseriyle tanınır.",1832-01-27,1898-01-14
2633,Ayşe Karabat,"Ayşe Karabat, Türk yazardır. Eserlerinde kadın hakları, toplumsal eşitsizlik ve aile ilişkileri gibi konuları işler.",1977-11-05,
2634,Pierce Brown,"Pierce Brown, Amerikalı yazardır. Bilim kurgu ve distopya türünde eserler yazmaktadır.",1988-01-28,
2635,Winter Renshaw,"Winter Renshaw, Amerikalı yazardır. Genellikle romantik ve drama türlerinde eserler yazmaktadır.",1990-07-25,
2636,Syrie James,"Syrie James, Amerikalı yazardır. Aşk, tarih ve romantizm gibi temaları eserlerinde işler.",1970-06-14,
2637,Pınar Çeliker,"Pınar Çeliker, Türk yazardır. Eserlerinde toplumsal sorunlar ve bireysel hikayeleri işler.",1985-04-12,
2638,Lara Adrian,"Lara Adrian, Amerikalı yazardır. Paranormal romantizm türündeki eserleriyle tanınmaktadır.",1965-07-01,
2639,Alix E. Harrow,"Alix E. Harrow, Amerikalı yazardır. Fantastik kurgu ve büyülü gerçekçilik türlerinde eserler kaleme alır.",1989-04-14,
2640,Ion Luca Caragiale,"Ion Luca Caragiale, Rumen yazardır. Eserlerinde toplumsal eleştiriler ve siyaset üzerine yazılar bulunur.",1852-02-13,1912-06-09
2641,Cahide Yormaz Öz,"Cahide Yormaz Öz, Türk yazardır. Genellikle edebiyat, psikoloji ve felsefe üzerine yazılar yazmaktadır.",1972-11-22,
2642,Yogi Baba,"Yogi Baba, Hint yazarı ve düşünürdür. Felsefi öğretiler ve spiritüel konular üzerine eserler yazmaktadır.",1960-03-17,
2643,Gökhan Bedir,"Gökhan Bedir, Türk yazardır. Roman ve deneme türlerinde eserler vermektedir.",1980-09-03,
2644,Lili St. Crow,"Lili St. Crow, Amerikalı yazardır. Genellikle genç yetişkinler için fantastik romanlar yazar ve eserlerinde aşk, dostluk ve kahramanlık temalarını işler.",1973-06-06,
2645,Ayşe Kulin,"Ayşe Kulin, Türk yazardır. Eserlerinde genellikle kadın hakları, toplumsal değerler ve aile ilişkilerini işler. Kulin, Türk edebiyatının en bilinen kadın yazarlarından biridir.",1941-08-05,
2646,Mariana Zapata,"Mariana Zapata, Amerikalı yazardır. En bilinen eserleri romantik ve dramatik hikayelerdir. Genellikle derin karakter analizleri ve uzun süreli ilişkiler üzerine eserler verir.",1982-03-16,
2647,Amber L. Johnson,"Amber L. Johnson, Amerikalı yazardır. Çeşitli romanlarında aşk, ilişkiler ve kişisel gelişim gibi temalar işler. Johnson, aynı zamanda romantik türde eserler yazmaktadır.",1990-02-05,
2648,Joey Graceffa,"Joey Graceffa, Amerikalı YouTuber ve yazardır. Özellikle genç yetişkinler için yazdığı fantastik romanlarıyla tanınır. Graceffa, YouTube kariyerinde de büyük bir takipçi kitlesine sahiptir.",1991-05-16,
2649,Alexandre Dumas,"Alexandre Dumas, Fransız yazardır. En bilinen eserleri arasında “Üç Silahşörler” ve “Monte Kristo Kontu” yer alır. Dumas, tarihsel romanları ve dramalarıyla tanınır.",1802-07-24,1870-12-05
2650,Robert A. Heinlein,"Robert A. Heinlein, Amerikalı bilim kurgu yazarıdır. Heinlein, özellikle uzay ve gelecekteki toplumlar hakkında yazdığı romanlarla tanınır. Eserlerinde toplumsal normlara karşı eleştiriler yer alır.",1907-07-07,1988-05-08
2651,Samipaşazade Sezai,"Samipaşazade Sezai, Türk yazardır. Eserlerinde toplumsal sorunlar, bireysel yaşamın içsel çatışmaları ve edebi eleştiriler yer alır. Türk edebiyatının önemli yazarlarından biridir.",1859-06-19,1936-07-10
2652,Özcan Yazıcı,"Özcan Yazıcı, Türk yazardır. Genellikle kısa hikayeler ve denemeler yazan Yazıcı, eserlerinde bireysel ve toplumsal yaşamı sorgular.",1970-01-25,
2653,Cihan Özen,"Cihan Özen, Türk yazardır. Eserlerinde özellikle toplumsal eleştiriler ve bireysel içsel dünyayı ele alır. Ayrıca, şiirleriyle de tanınmaktadır.",1982-11-14,
2654,Mehtap Fırat,"Mehtap Fırat, Türk yazardır. Edebiyatında genellikle aşk, hayal kırıklığı ve yaşamın zorlukları üzerine derinlemesine analizler yapar.",1990-09-12,
2655,Jorge Luis Borges,"Jorge Luis Borges, Arjantinli yazardır. Borges, fantastik hikayeleri, felsefi metinleri ve labirentli yapılarıyla tanınır. Eserlerinde zaman, bellek ve kimlik gibi soyut temalar işler.",1899-08-24,1986-06-14
2656,Fergün Atalay,"Fergün Atalay, Türk yazardır. Eserlerinde genellikle psikolojik dramalar ve toplumsal eleştiriler yer alır. Türk edebiyatında önemli bir yer edinmiştir.",1975-04-03,
2657,Kübra Uzun,"Kübra Uzun, Türk yazardır. Eserlerinde genellikle modern toplumda bireyin varoluşunu sorgular ve toplumsal ilişkilerin karmaşıklığını işler.",1983-02-19,
2658,Nazan Bilgel,"Nazan Bilgel, Türk yazardır. Genellikle kadın hakları, toplumsal eleştiriler ve bireysel özgürlük üzerine yazılar yazmaktadır.",1978-06-11,
2659,Heinrich Böll,"Heinrich Böll, Alman yazardır. Böll, toplumsal eleştirileri, savaş karşıtı duruşu ve bireysel özgürlük temalarını eserlerinde işler. 1972 Nobel Edebiyat Ödülü sahibi olan Böll, post-İkinci Dünya Savaşı Alman edebiyatının önemli figürlerinden biridir.",1917-12-21,1985-07-16
2660,M. T,"M. T, Türk yazardır. Genellikle felsefi romanlar ve toplumsal eleştirilerle tanınır. Eserlerinde bireysel ve toplumsal varoluş üzerine derinlemesine analizler yapar.",1980-02-05,
2661,Polly Samson,"Polly Samson, İngiliz yazardır. Eserlerinde genellikle insan ilişkileri, duygusal derinlik ve tarihsel bağlamda toplumsal değişimlere dair temalar işler.",1961-03-28,
2662,Özge Lena,"Özge Lena, Türk yazardır. Edebiyatında genellikle aşk, tutku ve bireysel gelişim üzerine odaklanır. Ayrıca kısa hikayeler ve şiirleriyle tanınır.",1994-07-14,
2663,Lawrence Block,"Lawrence Block, Amerikalı yazardır. Özellikle suç ve dedektif romanlarıyla tanınır. En bilinen serileri arasında Matthew Scudder ve Keller yer alır. Block, romanlarında karakter derinliği ve psikolojik gerilim yaratma konusunda ustadır.",1938-06-24,
2664,Abbas Ulusoy,"Abbas Ulusoy, Türk yazardır. Eserlerinde genellikle modern Türk toplumunun sosyal yapısını ve bireysel dramaları işler. Ayrıca edebi denemeleri ve eleştirileri ile de tanınır.",1965-03-10,
2665,Susanna Tamaro,"Susanna Tamaro, İtalyan yazardır. Özellikle ""Herkes İçin Bir Yer"" adlı eseri ile tanınır. Eserlerinde insan ruhunun derinliklerine inerek, aşk, kayıp ve yaşamın anlamı gibi evrensel temaları işler.",1957-12-12,
2666,Sarwat Chadda,"Sarwat Chadda, İngiliz yazardır. Genellikle genç yetişkinler için yazdığı aksiyon ve macera romanları ile tanınır. Eserlerinde tarih ve efsaneleri harmanlayarak fantastik öğelerle sunar.",1980-01-10,
2667,Metehan,"Metehan, Türk yazardır. Edebiyatında toplumsal eleştiriler ve bireysel özgürlük üzerine yoğunlaşır. Genellikle şiirleri ve kısa hikayeleri ile dikkat çeker.",1985-04-25,
2668,Nghi Vo,"Nghi Vo, Amerikalı yazardır. Eserlerinde genellikle Asya kültürleri ve tarihini fantastik bir bakış açısıyla işler. Vo, karakter derinliği ve kültürel eleştirilerle tanınır.",1982-06-17,
2669,Hanife Kirel,"Hanife Kirel, Türk yazardır. Eserlerinde genellikle aşk, özgürlük ve bireysel varoluş üzerine derinlemesine temalar işler. Kirel, özellikle kadın hakları konusunda yazdığı eserlerle tanınır.",1977-09-30,
2670,Zahide Sevim Balkaya,"Zahide Sevim Balkaya, Türk yazardır. Edebiyatında toplumsal sorunları, aile yapısını ve bireysel yaşantıyı sorgular. Özellikle kısa hikayeleriyle tanınır.",1982-12-15,
2671,Rıza Kıraç,"Rıza Kıraç, Türk yazardır. Eserlerinde toplumsal eleştiriler ve bireysel yaşamı sorgulayan derinlikli anlatımlar yer alır. Kıraç, yazılarında insan psikolojisini de işler.",1970-08-18,
2672,Arzu Yılmaz Dağdemir,"Arzu Yılmaz Dağdemir, Türk yazardır. Eserlerinde özellikle aile yapısı, toplumsal ilişkiler ve bireysel çatışmalar üzerine yazılar kaleme alır.",1990-04-21,
2673,Ateş Aybora,"Ateş Aybora, Türk yazardır. Yazılarında genellikle insanın içsel yolculuğu, varoluşsal problemler ve toplumsal eleştiriler işlenir. Aybora, şiirleriyle tanınır.",1983-11-03,
2674,Suzanne Collins,"Suzanne Collins, Amerikalı yazardır. Özellikle ""Açlık Oyunları"" serisi ile tanınır. Eserlerinde distopik toplumları, bireysel direnişi ve özgürlük mücadelesini işler.",1962-08-10,
2675,Anna Burns,"Anna Burns, Kuzey İrlandalı yazardır. ""Milkman"" adlı eseri ile Booker Ödülü kazanmıştır. Eserlerinde toplumsal çatışmalar, kimlik ve psikolojik derinlikler üzerine odaklanır.",1962-12-01,
2676,RJ Barker,"RJ Barker, İngiliz yazardır. Fantastik kurgu ve epik hikayeleri ile tanınır. Eserlerinde fantastik öğelerle harmanlanmış toplumsal eleştiriler bulunur.",1984-06-11,
2677,İsmail Güner,"İsmail Güner, Türk yazardır. Eserlerinde insan psikolojisinin derinliklerine inmeye çalışır.",1980-12-16,
2678,Marcelle Tinayre,"Marcelle Tinayre, Fransız yazardır. Genellikle kadın hakları ve toplumsal eleştiriler üzerine eserler kaleme alır. Edebiyatındaki temalar arasında aşk, aile ve sosyal değerler bulunmaktadır.",1889-02-01,1972-01-15
2679,Servet Aydemir,"Servet Aydemir, Türk yazardır. Eserlerinde genellikle toplumsal sorunlar ve bireysel yaşantılar üzerine derinlemesine analizler yapar.",1965-05-10,
2680,Doğu Yücel,"Doğu Yücel, Türk yazardır. Genellikle gençler için yazdığı romanları ile tanınır. Eserlerinde macera, dostluk ve hayal gücü ön plandadır.",1982-09-15,
2681,İvan Turgenyev,"İvan Turgenyev, Rus yazardır. Edebiyatında, toplumsal sınıflar arasındaki çatışmalar, bireysel psikoloji ve insan doğasının karmaşıklığı gibi temalar öne çıkar.",1818-11-09,1883-09-03
2682,Robert Pinget,"Robert Pinget, Fransız yazardır. Eserlerinde modernizmin izlerini sürerek, insanın varoluşsal sorunlarını ve dilin sınırlarını keşfeder.",1919-05-01,1997-04-10
2683,Levent Aslan,"Levent Aslan, Türk yazardır. Özellikle toplumsal olayları ve insan psikolojisini işleyen eserleri ile tanınır. Edebiyatında derinlemesine analizlere yer verir.",1975-12-12,
2684,Eoin Colfer,"Eoin Colfer, İrlandalı yazardır. Özellikle ""Artemis Fowl"" serisi ile tanınır. Gençler için yazdığı macera ve fantastik romanlarla dikkat çeker.",1965-05-05,
2685,Ahmet Rasim,"Ahmet Rasim, Türk yazardır. Edebiyatında toplumsal eleştiriler, aşk ve insan ilişkileri üzerine yazılar kaleme alır. Aynı zamanda gazete yazıları da yazmıştır.",1864-06-12,1932-06-07
2686,Selma Lagerlöf,"Selma Lagerlöf, İsveçli yazardır. Eserlerinde genellikle hayal gücü, doğa ve insan ruhunun derinliklerini işler. 1909'da Nobel Edebiyat Ödülü kazanmıştır.",1858-11-20,1940-03-16
2687,Washington Irving,"Washington Irving, Amerikalı yazardır. Eserlerinde genellikle Amerikan halk hikayeleri ve mistik öğeler bulunur. En bilinen eseri ""Rip Van Winkle""dır.",1783-04-03,1859-11-28
2688,Jean M. Auel,"Jean M. Auel, Amerikalı yazardır. En bilinen eseri ""Ayla'nın Çocukları""dır. Eserlerinde tarih öncesi çağlarda insanlık ve doğa arasındaki ilişkiyi işler.",1936-02-18,
2689,İrfan Yusuf İlter,"İrfan Yusuf İlter, Türk yazardır. Genellikle bireysel varoluş, toplumsal sorunlar ve insan ilişkileri üzerine yazılar kaleme alır.",1980-07-25,
2690,Hasan Ozan Yumuşak,"Hasan Ozan Yumuşak, Türk yazardır. Eserlerinde bireysel ve toplumsal değerler üzerine eleştirilerde bulunur.",1972-03-30,
2691,Jewel E. Ann,"Jewel E. Ann, Amerikalı yazardır. Özellikle romantik dramalar ve aşk hikayeleri ile tanınır. Eserlerinde karakter gelişimi ve ilişkilerin derinliklerine inmeye odaklanır.",1985-01-17,
2692,Kevin Guilfoile,"Kevin Guilfoile, Amerikalı yazardır. Eserlerinde genellikle suç, gizem ve psikolojik gerilim türlerinde yazılar kaleme alır.",1975-05-23,
2693,Evren Kır,"Evren Kır, Türk yazardır. Eserlerinde genellikle toplumsal sorunlar ve bireysel mücadelenin izlerini sürer.",1985-02-10,
2694,H. E. Aydoğan,"H. E. Aydoğan, Türk yazardır. Eserlerinde tarihin derinliklerinden ve bireysel çıkmazlardan esinlenir.",1970-11-05,
2695,Quentin Tarantino,"Quentin Tarantino, Amerikalı yönetmen, senarist ve yazardır. Özellikle şiddet, gerilim ve mizahı harmanlayan eserleriyle tanınır.",1963-03-27,
2696,Mary Wollstonecraft Shelley,"Mary Wollstonecraft Shelley, İngiliz yazardır. En bilinen eseri ""Frankenstein""dır, bu eser modern bilim kurgu edebiyatının öncüsü olarak kabul edilir.",1797-08-30,1851-02-01
2697,İrene Nemirovsky,"İrene Nemirovsky, Fransız yazardır. Genellikle savaş, trajedi ve insan doğasının karmaşıklığı üzerine yazılar yazmıştır.",1903-02-11,1942-08-17
2698,Uğur Kılınç,"Uğur Kılınç, Türk yazardır. Eserlerinde sosyal eleştiriler ve insan psikolojisinin derinlikleri üzerinde yoğunlaşır.",1982-03-12,
2699,Simone De Beauvoir,"Simone De Beauvoir, Fransız yazar, felsefeci ve feministtir. Eserlerinde kadın hakları, toplumsal eşitsizlik ve varoluşsal felsefe gibi temalar işler.",1908-01-09,1986-04-14
2700,Selim Berekat,"Selim Berekat, Türk yazardır. Eserlerinde toplumsal ve kültürel eleştirilerde bulunur.",1973-06-23,
2701,Douglas Preston,"Douglas Preston, Amerikalı yazardır. Özellikle gerilim ve suç romanları ile tanınır.",1956-05-20,
2702,Carola Lovering,"Carola Lovering, Amerikalı yazardır. Genellikle romantik dramalar ve karakter gelişimi üzerine yazılar kaleme alır.",1984-02-14,
2703,Antonio Skarmeta,"Antonio Skarmeta, Şilili yazardır. Eserlerinde genellikle Şili’nin toplumsal ve politik yapısını işler.",1940-11-07,
